xb_t,yb_t,zb_t,xt,yt,zt
0.3174061437764167,0.01066954239408562,0.08666666666666667,0.04386204481124878,0.9990376234054565,0.0
0.4231343283725131,0.005243147704171655,0.3466666666666667,0.05837877839803696,0.9982945322990417,0.0
0.2023433351164043,0.01446555889217266,0.2933333333333333,0.019302453845739365,0.9998137354850769,0.0
0.1403635420116693,0.01498269818436964,0.5866666666666667,-0.004444494843482971,0.9999901652336121,0.0
0.1665239276054157,0.01494736373041719,0.66,0.006928100250661373,0.9999759793281555,0.0
0.1006062757905362,0.0143621585550566,0.5666666666666667,-0.02864757925271988,0.9995896220207214,0.0
0.001938592788506745,0.002066640433036111,0.5133333333333333,-0.6598626375198364,0.751386284828186,0.0
0.08360763609512023,0.01376639299927757,0.7266666666666667,-0.042457882314920425,0.9990982413291931,0.0
0.4183355734181042,0.005522331207398173,0.04666666666666667,0.057782139629125595,0.9983291625976562,0.0
0.3859446232548404,0.007324840634543438,0.4,0.053398698568344116,0.998573362827301,0.0
0.4349230635664786,0.004543601892265997,0.9333333333333333,0.060042086988687515,0.9981958270072937,0.0
0.49375,0.0007399999999999996,0.8,0.06784331798553467,0.9976959228515625,0.0
0.2430250126818152,0.01345417863684153,0.3933333333333333,0.029968101531267166,0.9995509386062622,0.0
0.09184664796315946,0.01408581551919872,0.86,-0.03487343713641167,0.9993917346000671,0.0
0.2229898489463952,0.01400650849074916,0.9333333333333333,0.025035498663783073,0.999686598777771,0.0
0.4707233244782099,0.002296148712996983,0.6466666666666666,0.06524843722581863,0.9978690147399902,0.0
0.05527529103542889,0.01212911808055398,0.2666666666666667,-0.07630910724401474,0.9970841407775879,0.0
0.4110467389142467,0.005940304086779129,0.4466666666666667,0.056698061525821686,0.9983913898468018,0.0
0.4395565333129295,0.004263250360661108,0.8533333333333334,0.060725465416908264,0.9981545209884644,0.0
0.3203155348544872,0.01054115535650971,0.46,0.044305697083473206,0.9990180730819702,0.0
0.1479313813762675,0.01500382109377458,0.09333333333333334,-0.0010483268415555358,0.9999994039535522,0.0
0.4183355734181042,0.005522331207398173,0.5866666666666667,0.057748980820178986,0.9983311891555786,0.0
0.4598423244149021,0.002999172278504974,0.5133333333333333,0.06369628757238388,0.9979693293571472,0.0
0.2161765053725568,0.01417100420273847,0.6,0.023216528818011284,0.9997304081916809,0.0
0.4325888689334636,0.004683673024277813,0.02666666666666667,0.05970233306288719,0.9982162714004517,0.0
0.4325888689334636,0.004683673024277813,0.9333333333333333,0.05970233306288719,0.9982162714004517,0.0
0.0009061735767950278,0.001064722955114475,0.3,-0.7344446182250977,0.678668737411499,0.0
0.04921792768622848,0.01163820281918356,0.1266666666666667,-0.08577948063611984,0.9963141679763794,0.0
0.1099188311353945,0.01459243406848979,0.88,-0.02162264846265316,0.9997661709785461,0.0
0.1988415290377685,0.01453136786999635,0.9733333333333334,0.018261021003127098,0.9998332262039185,0.0
0.07215908143162554,0.01321622861434639,0.04666666666666667,-0.05422979220747948,0.9985284209251404,0.0
0.4975,0.0004849999999999998,0.07333333333333333,0.06784331798553467,0.9976959228515625,0.0
0.07215908143162554,0.01321622861434639,0.6933333333333334,-0.05355069041252136,0.998565137386322,0.0
0.3729144003044829,0.008010236798966815,0.4333333333333333,0.051690008491277695,0.9986631274223328,0.0
0.4531817282716029,0.003420864078978696,0.28,0.06269703060388565,0.9980325698852539,0.0
0.4486854094513163,0.003701843435182584,0.1,0.06204163283109665,0.9980736374855042,0.0
0.2528189871588276,0.01314966520956734,0.14,0.03215561807155609,0.9994829297065735,0.0
0.4728670171738458,0.002155564503190588,0.7133333333333334,0.06557609140872955,0.9978475570678711,0.0
0.2092945605397177,0.01432431545006683,0.8,0.021306326612830162,0.9997729659080505,0.0
0.005787204408179481,0.00453195948054921,0.58,-0.4159109890460968,0.9094052910804749,0.0
0.3085900491609768,0.01105058180303105,0.28,0.042489226907491684,0.9990969896316528,0.0
0.2874967197587609,0.01191133433109486,0.8466666666666667,0.03898395225405693,0.9992398619651794,0.0
0.475,0.002015,0.2133333333333333,0.06694956123828888,0.9977563619613647,0.0
0.49,0.0009949999999999994,0.38,0.06784332543611526,0.997696042060852,0.0
0.1006062757905362,0.0143621585550566,0.3133333333333334,-0.0280762892216444,0.9996058344841003,0.0
0.09184664796315946,0.01408581551919872,0.9133333333333333,-0.03487343713641167,0.9993917346000671,0.0
0.4486854094513163,0.003701843435182584,0.5466666666666666,0.062074463814496994,0.9980714917182922,0.0
0.4325888689334636,0.004683673024277813,0.1466666666666667,0.05970233306288719,0.9982162714004517,0.0
0.47625,0.00193,0.2066666666666667,0.06784331798553467,0.9976959228515625,0.0
0.3859446232548404,0.007324840634543438,0.82,0.053398698568344116,0.998573362827301,0.0
0.4825,0.001505,0.7733333333333333,0.06784332543611526,0.997696042060852,0.0
0.02188308974271713,0.008373593985938307,0.5266666666666666,-0.1703955978155136,0.985375702381134,0.0
0.4875,0.001164999999999999,0.7,0.06784331798553467,0.9976959228515625,0.0
0.02188308974271713,0.008373593985938307,0.09333333333333334,-0.169654980301857,0.9855035543441772,0.0
0.4875,0.001164999999999999,0.1733333333333333,0.06784332543611526,0.997696042060852,0.0
0.1099188311353945,0.01459243406848979,0.4466666666666667,-0.022123990580439568,0.9997552037239075,0.0
0.02188308974271713,0.008373593985938307,0.5066666666666667,-0.1696549952030182,0.985503613948822,0.0
0.03817293368415396,0.010572926277859,0.24,-0.10706070810556412,0.9942525029182434,0.0
0.2023433351164043,0.01446555889217266,0.36,0.019302453845739365,0.9998137354850769,0.0
0.3513756422536126,0.009092981566040463,0.74,0.04875270649790764,0.998810887336731,0.0
0.1147930839992219,0.01469051703796037,0.07333333333333333,-0.018742144107818604,0.9998243451118469,0.0
0.01409425474986475,0.0068776994430674,0.5533333333333333,-0.20654918253421783,0.9784362316131592,0.0
0.4134885245990569,0.005801093338797506,0.09333333333333334,0.057109106332063675,0.998367965221405,0.0
0.3026386444691577,0.01130086179671116,0.52,0.041538305580616,0.9991369843482971,0.0
0.3402784568515393,0.009626202934107065,0.0,0.04722416400909424,0.9988843202590942,0.0
0.48625,0.001249999999999999,0.1,0.06784331798553467,0.9976959228515625,0.0
0.4085926978885014,0.006079394701183551,0.006666666666666667,0.05639756843447685,0.9984084367752075,0.0
0.2263710066418964,0.01392033193839007,0.4,0.025911502540111542,0.9996642470359802,0.0
0.3458548251449645,0.009360383705782415,0.5066666666666667,0.04800020903348923,0.9988473653793335,0.0
0.3056217972921486,0.01117611773519134,0.36,0.04201739653944969,0.9991169571876526,0.0
0.4395565333129295,0.004263250360661108,0.3266666666666667,0.060701921582221985,0.998155951499939,0.0
0.3085900491609768,0.01105058180303105,0.8533333333333334,0.042489226907491684,0.9990969896316528,0.0
0.2229898489463952,0.01400650849074916,0.4,0.025035498663783073,0.999686598777771,0.0
0.2935990270690971,0.01166998401393008,0.26,0.04004364088177681,0.9991979598999023,0.0
0.07967376769612333,0.0135918955763818,0.8266666666666667,-0.0465630441904068,0.9989153742790222,0.0
0.47625,0.00193,0.9333333333333333,0.06784331798553467,0.9976959228515625,0.0
0.4598423244149021,0.002999172278504974,0.92,0.06367315351963043,0.9979708790779114,0.0
0.3595539221523937,0.008689253368553888,0.9733333333333334,0.04985735937952995,0.9987563490867615,0.0
0.3676103033988601,0.008282690497122288,0.5466666666666666,0.05097801610827446,0.9986997842788696,0.0
0.1554241336649385,0.01499899047841252,0.58,0.002292787889018655,0.9999973773956299,0.0
0.4231343283725131,0.005243147704171655,0.5,0.05838823318481445,0.998293936252594,0.0
0.07585876163308795,0.01340832592623976,0.8533333333333334,-0.05022834986448288,0.9987377524375916,0.0
0.2560510686365138,0.01304454551237501,0.8533333333333334,0.0328499898314476,0.9994603395462036,0.0
0.2092945605397177,0.01432431545006683,0.7866666666666666,0.021306326612830162,0.9997729659080505,0.0
0.3318085145224015,0.01002152667429443,0.18,0.046012699604034424,0.9989408850669861,0.0
0.2430250126818152,0.01345417863684153,0.4866666666666667,0.029968101531267166,0.9995509386062622,0.0
0.03561951842704848,0.01029066800911788,0.84,-0.1131366714835167,0.9935794472694397,0.0
0.1051913447262294,0.0144830738662247,0.5933333333333334,-0.024513421580195427,0.9996994137763977,0.0
0.1701870399669289,0.0149192909621303,0.84,0.00837442185729742,0.9999648332595825,0.0
0.4975,0.0004849999999999998,0.74,0.06784332543611526,0.997696042060852,0.0
0.4231343283725131,0.005243147704171655,0.2866666666666667,0.05843556672334671,0.9982911944389343,0.0
0.3232103947524728,0.01041213144295714,0.74,0.044742509722709656,0.9989985823631287,0.0
0.2592669974514128,0.01293773926827053,0.8066666666666666,0.03352908045053482,0.9994377493858337,0.0
0.4159181158837894,0.005661767401785669,0.3466666666666667,0.05744095891714096,0.9983488917350769,0.0
0.01786294692090894,0.007639389485525302,0.6133333333333333,-0.18923711776733398,0.9819313883781433,0.0
0.2229898489463952,0.01400650849074916,0.6133333333333333,0.025035498663783073,0.999686598777771,0.0
0.47625,0.00193,0.72,0.06784332543611526,0.997696042060852,0.0
0.4207409575639589,0.005382789673387536,0.9866666666666667,0.05804738029837608,0.998313844203949,0.0
0.29964051564518,0.01142478103025839,0.26,0.04105125367641449,0.9991570711135864,0.0
0.5,0.000315,0.9933333333333333,0.06784332543611526,0.9976959824562073,0.0
0.393607637313361,0.006911123952981212,0.6466666666666666,0.0544203482568264,0.9985181093215942,0.0
0.4395565333129295,0.004263250360661108,0.5933333333333334,0.060725465416908264,0.9981545209884644,0.0
0.2195917099925405,0.01409010071620109,0.1066666666666667,0.02413727156817913,0.9997087121009827,0.0
0.04080699868922523,0.01084902757241398,0.2333333333333333,-0.10243364423513412,0.9947399497032166,0.0
0.4728670171738458,0.002155564503190588,0.58,0.06559880822896957,0.9978460669517517,0.0
0.1774585473059703,0.01484823954883366,0.08,0.011122852563858032,0.9999380707740784,0.0
0.3085900491609768,0.01105058180303105,0.4,0.042489226907491684,0.9990969896316528,0.0
0.464227448928703,0.002717964733788145,0.94,0.06431899219751358,0.9979294538497925,0.0
0.2330827145954583,0.01374063194468844,0.9466666666666667,0.027597982436418533,0.9996191263198853,0.0
0.3260907963564813,0.01028249977567646,0.52,0.045243680477142334,0.9989760518074036,0.0
0.4372455990144962,0.004403459410272481,0.8933333333333333,0.06041926518082619,0.9981731176376343,0.0
0.4231343283725131,0.005243147704171655,0.1866666666666667,0.05843556672334671,0.9982911944389343,0.0
0.3402784568515393,0.009626202934107065,0.98,0.04722416028380394,0.9988843202590942,0.0
0.2330827145954583,0.01374063194468844,0.6666666666666666,0.027597982436418533,0.9996191263198853,0.0
0.49,0.0009949999999999994,0.09333333333333334,0.06784331798553467,0.9976959228515625,0.0
0.2092945605397177,0.01432431545006683,0.7333333333333333,0.02137620374560356,0.9997715353965759,0.0
0.119818594001778,0.01477780150039562,0.7666666666666667,-0.016131587326526642,0.9998699426651001,0.0
0.48375,0.001419999999999999,0.07333333333333333,0.06784331798553467,0.9976959228515625,0.0
0.49,0.0009949999999999994,0.22,0.06784331798553467,0.9976959228515625,0.0
0.07967376769612333,0.0135918955763818,0.01333333333333333,-0.046188246458768845,0.9989327192306519,0.0
0.47875,0.00176,0.6533333333333333,0.06784332543611526,0.997696042060852,0.0
0.3174061437764167,0.01066954239408562,0.64,0.04386204481124878,0.9990376234054565,0.0
0.3346459751325647,0.009890240522146487,0.4066666666666667,0.04639386758208275,0.9989231824874878,0.0
0.4598423244149021,0.002999172278504974,0.6066666666666667,0.06367315351963043,0.9979708790779114,0.0
0.3056217972921486,0.01117611773519134,0.4133333333333333,0.04201739653944969,0.9991169571876526,0.0
0.02399293940066806,0.00872538709655233,0.07333333333333333,-0.15823590755462646,0.9874013662338257,0.0
0.3781656586480459,0.007736763587887849,0.6733333333333333,0.05235851928591728,0.9986283779144287,0.0
0.05527529103542889,0.01212911808055398,0.4266666666666667,-0.07548648118972778,0.9971468448638916,0.0
0.2624668544916574,0.01282931451323828,0.3466666666666667,0.03419305756688118,0.9994152784347534,0.0
0.3622528366719601,0.008554030827018985,0.08666666666666667,0.050221141427755356,0.998738169670105,0.0
0.3676103033988601,0.008282690497122288,0.9666666666666667,0.05094218999147415,0.9987016916275024,0.0
0.3318085145224015,0.01002152667429443,0.4533333333333333,0.046012699604034424,0.9989408850669861,0.0
0.4372455990144962,0.004403459410272481,0.04,0.06039571017026901,0.9981746077537537,0.0
0.05527529103542889,0.01212911808055398,0.2866666666666667,-0.07596635073423386,0.9971103668212891,0.0
0.02842275586216318,0.00938881596464451,0.82,-0.13790598511695862,0.9904451966285706,0.0
0.0617185378658318,0.01258900100914509,0.52,-0.06662458181381226,0.9977781772613525,0.0
0.01984048992936868,0.00801088466266936,0.1466666666666667,-0.17973458766937256,0.9837151169776917,0.0
0.441855924209509,0.004122979505823145,0.6133333333333333,0.06105497106909752,0.9981344938278198,0.0
0.2624668544916574,0.01282931451323828,1.0,0.03419305756688118,0.9994152784347534,0.0
0.3232103947524728,0.01041213144295714,0.3733333333333334,0.044742509722709656,0.9989985823631287,0.0
0.4061263402616034,0.006218360226988577,0.42,0.05608908459544182,0.9984258413314819,0.0
0.3144821482565962,0.01079726282331179,0.06666666666666667,0.043411463499069214,0.9990572929382324,0.0
0.3486221426798262,0.009226868476435031,0.58,0.04837900027632713,0.9988290667533875,0.0
0.119818594001778,0.01477780150039562,0.46,-0.016307884827256203,0.9998670220375061,0.0
0.004385078198514083,0.003813174025494425,0.06,-0.4987661838531494,0.8667365908622742,0.0
0.119818594001778,0.01477780150039562,0.9133333333333333,-0.016307884827256203,0.9998670220375061,0.0
0.188230303793172,0.01470769093303349,0.08666666666666667,0.014894642867147923,0.9998890161514282,0.0
0.3056217972921486,0.01117611773519134,0.8666666666666667,0.04201739653944969,0.9991169571876526,0.0
0.4598423244149021,0.002999172278504974,0.7866666666666666,0.06367315351963043,0.9979708790779114,0.0
0.2263710066418964,0.01392033193839007,0.5866666666666667,0.025911502540111542,0.9996642470359802,0.0
0.3289568122061492,0.01015228887615362,0.96,0.0455959253013134,0.9989599585533142,0.0
0.4278852686979399,0.004963582002725781,0.76,0.059074077755212784,0.9982537031173706,0.0
0.48375,0.001419999999999999,0.6266666666666667,0.06784331798553467,0.9976959228515625,0.0
0.1441568886542006,0.0149966205571615,0.02666666666666667,-0.0027889327611774206,0.9999960660934448,0.0
0.29964051564518,0.01142478103025839,0.06,0.04105125367641449,0.9991570711135864,0.0
0.3374692655249677,0.009758457201575484,0.2533333333333334,0.04685535654425621,0.9989016652107239,0.0
0.02188308974271713,0.008373593985938307,0.66,-0.169654980301857,0.9855035543441772,0.0
0.3203155348544872,0.01054115535650971,0.1733333333333333,0.044305697083473206,0.9990180730819702,0.0
0.4925,0.0008249999999999993,0.1933333333333333,0.06784331798553467,0.9976959228515625,0.0
0.4775,0.001845,0.96,0.06784331798553467,0.9976959228515625,0.0
0.3144821482565962,0.01079726282331179,0.5333333333333333,0.043411463499069214,0.9990572929382324,0.0
0.003099394067815285,0.002987927427671873,0.7533333333333333,-0.5816482901573181,0.8134403228759766,0.0
0.2161765053725568,0.01417100420273847,0.5733333333333334,0.023123322054743767,0.9997326731681824,0.0
0.02842275586216318,0.00938881596464451,0.05333333333333334,-0.13790598511695862,0.9904451966285706,0.0
0.3755466012917554,0.007873621876772315,0.6466666666666666,0.052007611840963364,0.9986466765403748,0.0
0.475,0.002015,0.1133333333333333,0.06680059432983398,0.9977663159370422,0.0
0.02842275586216318,0.00938881596464451,0.07333333333333333,-0.13790598511695862,0.9904451966285706,0.0
0.284422566083493,0.01203043135890618,0.08,0.038434021174907684,0.9992611408233643,0.0
0.393607637313361,0.006911123952981212,0.9466666666666667,0.0544203482568264,0.9985181093215942,0.0
0.1327199622262978,0.01493374030552165,0.4,-0.008466511033475399,0.9999641180038452,0.0
0.3649382746802854,0.008418505809678949,0.82,0.050582751631736755,0.9987199902534485,0.0
0.3318085145224015,0.01002152667429443,0.76,0.045983169227838516,0.9989422559738159,0.0
0.2656507202558925,0.01271933779290769,0.1266666666666667,0.03484213352203369,0.9993929266929626,0.0
0.2688186749577082,0.0126078741859646,0.52,0.03547649085521698,0.9993705153465271,0.0
0.1006062757905362,0.0143621585550566,0.1333333333333333,-0.0280762892216444,0.9996058344841003,0.0
0.3702689897493032,0.008146596887014346,0.03333333333333333,0.05129946768283844,0.9986833930015564,0.0
0.07215908143162554,0.01321622861434639,0.74,-0.05383365601301193,0.9985499382019043,0.0
0.008890179845672162,0.005653220926087273,0.52,-0.2715536952018738,0.9624233245849609,0.0
0.2263710066418964,0.01392033193839007,0.6666666666666666,0.025911502540111542,0.9996642470359802,0.0
0.3885117588202917,0.007187120149762041,0.64,0.053741276264190674,0.9985548853874207,0.0
0.48,0.001675,0.2133333333333333,0.06784331798553467,0.9976959228515625,0.0
0.004385078198514083,0.003813174025494425,0.24,-0.4987661838531494,0.8667365908622742,0.0
0.1774585473059703,0.01484823954883366,0.16,0.011122852563858032,0.9999380707740784,0.0
0.4531817282716029,0.003420864078978696,0.5533333333333333,0.06269704550504684,0.9980326890945435,0.0
0.49375,0.0007399999999999996,0.58,0.06784331798553467,0.9976959228515625,0.0
0.4085926978885014,0.006079394701183551,0.4933333333333333,0.05638807639479637,0.9984089136123657,0.0
0.3458548251449645,0.009360383705782415,0.1466666666666667,0.04800020903348923,0.9988473653793335,0.0
0.2813329754574629,0.01214840266207752,0.92,0.03787047043442726,0.999282717704773,0.0
0.1479313813762675,0.01500382109377458,0.05333333333333334,-0.0010483268415555358,0.9999994039535522,0.0
0.2330827145954583,0.01374063194468844,0.006666666666666667,0.027597982436418533,0.9996191263198853,0.0
0.2463060410957821,0.01335456176368123,0.03333333333333333,0.03071668930351734,0.9995282292366028,0.0
0.0009061735767950278,0.001064722955114475,0.9333333333333333,-0.7298060655593872,0.683654248714447,0.0
0.3144821482565962,0.01079726282331179,0.2933333333333333,0.043411463499069214,0.9990572929382324,0.0
0.3986527506923795,0.006634456439423702,0.84,0.05509138107299805,0.9984813928604126,0.0
0.249570671848713,0.01325302879716548,0.7666666666666667,0.031445231288671494,0.9995054602622986,0.0
0.29964051564518,0.01142478103025839,0.42,0.04105125367641449,0.9991570711135864,0.0
0.2813329754574629,0.01214840266207752,0.7466666666666667,0.03787047043442726,0.999282717704773,0.0
0.4925,0.0008249999999999993,0.24,0.06784332543611526,0.997696042060852,0.0
0.4395565333129295,0.004263250360661108,0.14,0.060725465416908264,0.9981545209884644,0.0
0.1479313813762675,0.01500382109377458,0.6866666666666666,-0.001048326725140214,0.9999994039535522,0.0
0.3346459751325647,0.009890240522146487,0.9533333333333334,0.046422943472862244,0.9989218711853027,0.0
0.284422566083493,0.01203043135890618,0.12,0.038434021174907684,0.9992611408233643,0.0
0.119818594001778,0.01477780150039562,0.5533333333333333,-0.015884768217802048,0.9998738169670105,0.0
0.2297352672259797,0.01383167315155853,0.5133333333333333,0.026705343276262283,0.9996433258056641,0.0
0.181067113868047,0.0148057052375217,0.5066666666666667,0.012298249639570713,0.99992436170578,0.0
0.2688186749577082,0.0126078741859646,0.2466666666666667,0.03547649085521698,0.9993705153465271,0.0
0.4231343283725131,0.005243147704171655,0.54,0.05843556672334671,0.9982911944389343,0.0
0.3702689897493032,0.008146596887014346,0.2466666666666667,0.051324907690286636,0.9986820816993713,0.0
0.01229876263063634,0.006490891335877659,0.54,-0.21693699061870575,0.9761856198310852,0.0
0.4085926978885014,0.006079394701183551,0.58,0.05638807639479637,0.9984089136123657,0.0
0.290555514259135,0.01179116712329794,0.1733333333333333,0.03952042758464813,0.9992187023162842,0.0
0.2397275040769667,0.01355179038350446,0.22,0.02919897250831127,0.9995736479759216,0.0
0.430242956841666,0.004823668001613905,0.006666666666666667,0.05940484255552292,0.9982340931892395,0.0
0.03314461873146796,0.01000061829142671,0.6933333333333334,-0.12027018517255783,0.9927412271499634,0.0
0.01056182494919397,0.006093054031238253,0.3333333333333333,-0.2388894259929657,0.9710468053817749,0.0
0.1701870399669289,0.0149192909621303,0.3133333333333334,0.00837442185729742,0.9999648332595825,0.0
0.4509391983323778,0.00356137259084234,0.9533333333333334,0.062369730323553085,0.9980531930923462,0.0
0.2688186749577082,0.0126078741859646,0.22,0.03547649085521698,0.9993705153465271,0.0
0.03817293368415396,0.010572926277859,0.3333333333333333,-0.10762308537960052,0.9941917061805725,0.0
0.1591425590720778,0.01498745206342479,0.3133333333333334,0.003887950675562024,0.999992311000824,0.0
0.04080699868922523,0.01084902757241398,0.04,-0.10152614861726761,0.9948327541351318,0.0
0.3115434747074761,0.0109242862886953,0.3666666666666666,0.042953893542289734,0.9990771412849426,0.0
0.09615940919343735,0.01422962702889811,0.2,-0.03155864030122757,0.9995020031929016,0.0
0.3807716379709171,0.007599673228266771,0.9266666666666666,0.052707329392433167,0.9986100792884827,0.0
0.3622528366719601,0.008554030827018985,0.7533333333333333,0.050221141427755356,0.998738169670105,0.0
0.02188308974271713,0.008373593985938307,0.34,-0.1696549504995346,0.9855035543441772,0.0
0.1591425590720778,0.01498745206342479,0.4533333333333333,0.0037758187390863895,0.9999929070472717,0.0
0.3595539221523937,0.008689253368553888,0.8533333333333334,0.04985735937952995,0.9987563490867615,0.0
0.2935990270690971,0.01166998401393008,0.94,0.04004364088177681,0.9991979598999023,0.0
0.3056217972921486,0.01117611773519134,0.2933333333333333,0.04201739653944969,0.9991169571876526,0.0
0.1554241336649385,0.01499899047841252,0.26,0.0021307403221726418,0.9999977350234985,0.0
0.1917851001471857,0.01465262423751573,0.5,0.01594650000333786,0.9998728632926941,0.0
0.4183355734181042,0.005522331207398173,0.7,0.057782139629125595,0.9983291625976562,0.0
0.2330827145954583,0.01374063194468844,0.1333333333333333,0.027597982436418533,0.9996191263198853,0.0
0.03314461873146796,0.01000061829142671,0.52,-0.11971739679574966,0.9928079843521118,0.0
0.3430736199044813,0.00949350339184359,0.4266666666666667,0.04761529713869095,0.9988657832145691,0.0
0.1365512600842511,0.01496181836188254,0.3733333333333334,-0.006402658298611641,0.9999794960021973,0.0
0.3885117588202917,0.007187120149762041,0.1066666666666667,0.05374128371477127,0.9985548853874207,0.0
0.4372455990144962,0.004403459410272481,0.1533333333333333,0.06039571017026901,0.9981746077537537,0.0
0.3649382746802854,0.008418505809678949,0.9,0.050582751631736755,0.9987199902534485,0.0
0.3807716379709171,0.007599673228266771,0.006666666666666667,0.052707329392433167,0.9986100792884827,0.0
0.1953221463020813,0.01459378509486959,0.01333333333333333,0.01718265190720558,0.9998523592948914,0.0
0.4061263402616034,0.006218360226988577,0.9666666666666667,0.05611281469464302,0.9984244108200073,0.0
0.1554241336649385,0.01499899047841252,0.5866666666666667,0.0021770393941551447,0.999997615814209,0.0
0.4159181158837894,0.005661767401785669,0.4666666666666667,0.05747256428003311,0.9983471632003784,0.0
0.2229898489463952,0.01400650849074916,0.78,0.025035498663783073,0.999686598777771,0.0
0.4231343283725131,0.005243147704171655,0.1,0.05843556672334671,0.9982911944389343,0.0
0.3203155348544872,0.01054115535650971,0.4466666666666667,0.044305697083473206,0.9990180730819702,0.0
