xb_t,yb_t,zb_t,xt,yt,zt
0.475,0.002015,0.6333333333333333,0.06694956123828888,0.9977563619613647,0.0
0.2751071703338985,0.01238073945986909,0.5466666666666666,0.036744534969329834,0.9993246793746948,0.0
0.2813329754574629,0.01214840266207752,0.1,0.03787047043442726,0.999282717704773,0.0
0.1288695685518348,0.014898217976933,0.6866666666666666,-0.010335384868085384,0.9999465942382812,0.0
0.3402784568515393,0.009626202934107065,0.8333333333333334,0.04722416028380394,0.9988843202590942,0.0
0.1628424622588932,0.01497016268575078,0.76,0.005432831589132547,0.9999852180480957,0.0
0.05219979897952075,0.01188736220452653,0.72,-0.08130715787410736,0.9966890811920166,0.0
0.4464203052631362,0.003842271332221238,0.84,0.06168957054615021,0.9980953931808472,0.0
0.1516871021837787,0.01500453082340004,0.96,0.0006467890925705433,0.9999997615814209,0.0
0.2624668544916574,0.01282931451323828,0.9666666666666667,0.03419305756688118,0.9994152784347534,0.0
0.29964051564518,0.01142478103025839,0.8266666666666667,0.04105125367641449,0.9991570711135864,0.0
0.4255157455869981,0.005103410189947115,0.7466666666666667,0.058687906712293625,0.99827641248703,0.0
0.1665239276054157,0.01494736373041719,0.6133333333333333,0.0070751626044511795,0.9999749064445496,0.0
0.0009061735767950278,0.001064722955114475,0.26,-0.7251337766647339,0.6886081099510193,0.0
0.4183355734181042,0.005522331207398173,0.6866666666666666,0.057748980820178986,0.9983311891555786,0.0
0.01409425474986475,0.0068776994430674,0.01333333333333333,-0.20654918253421783,0.9784362316131592,0.0
0.2330827145954583,0.01374063194468844,0.3333333333333333,0.027656670659780502,0.9996174573898315,0.0
0.1099188311353945,0.01459243406848979,0.7666666666666667,-0.022123990580439568,0.9997552037239075,0.0
0.4464203052631362,0.003842271332221238,0.6533333333333333,0.06171305105090141,0.9980939626693726,0.0
0.3513756422536126,0.009092981566040463,0.9666666666666667,0.04875270649790764,0.998810887336731,0.0
0.3289568122061492,0.01015228887615362,0.7133333333333334,0.0455959253013134,0.9989599585533142,0.0
0.2229898489463952,0.01400650849074916,0.6733333333333333,0.025035498663783073,0.999686598777771,0.0
0.4110467389142467,0.005940304086779129,0.7533333333333333,0.056753404438495636,0.9983882308006287,0.0
0.1628424622588932,0.01497016268575078,0.6933333333333334,0.005432831589132547,0.9999852180480957,0.0
0.08766401182060075,0.01393122375603627,0.14,-0.03840173780918121,0.9992623329162598,0.0
0.1988415290377685,0.01453136786999635,0.4533333333333333,0.018261021003127098,0.9998332262039185,0.0
0.2966273352808951,0.01154783804243417,0.5333333333333333,0.040604118257761,0.9991752505302429,0.0
0.290555514259135,0.01179116712329794,0.06,0.03952042758464813,0.9992187023162842,0.0
0.03817293368415396,0.010572926277859,0.52,-0.10762308537960052,0.9941917061805725,0.0
0.3115434747074761,0.0109242862886953,0.4266666666666667,0.042953893542289734,0.9990771412849426,0.0
0.1441568886542006,0.0149966205571615,0.96,-0.0026630396023392677,0.9999964237213135,0.0
0.47875,0.00176,0.16,0.06784332543611526,0.997696042060852,0.0
0.03561951842704848,0.01029066800911788,0.08666666666666667,-0.1131366565823555,0.9935793876647949,0.0
0.01409425474986475,0.0068776994430674,0.3,-0.20597004890441895,0.978558361530304,0.0
0.4875,0.001164999999999999,0.2933333333333333,0.06784331798553467,0.9976959228515625,0.0
0.4728670171738458,0.002155564503190588,0.3333333333333333,0.06559880822896957,0.9978460669517517,0.0
0.3232103947524728,0.01041213144295714,0.8,0.044742509722709656,0.9989985823631287,0.0
0.003099394067815285,0.002987927427671873,0.64,-0.5816482901573181,0.8134403228759766,0.0
0.48375,0.001419999999999999,0.9066666666666666,0.06784332543611526,0.997696042060852,0.0
0.2430250126818152,0.01345417863684153,0.03333333333333333,0.029968101531267166,0.9995509386062622,0.0
0.4372455990144962,0.004403459410272481,0.9266666666666666,0.06039569899439812,0.9981744885444641,0.0
0.008890179845672162,0.005653220926087273,0.94,-0.2749646008014679,0.9614542722702026,0.0
0.4664035944551562,0.002577354376010696,0.3,0.06464041769504547,0.9979085922241211,0.0
0.3144821482565962,0.01079726282331179,0.26,0.043411463499069214,0.9990572929382324,0.0
0.47875,0.00176,0.0,0.06784332543611526,0.9976959228515625,0.0
0.2364134324186876,0.01364730589476923,0.1533333333333333,0.028409022837877274,0.9995964169502258,0.0
0.1479313813762675,0.01500382109377458,0.82,-0.001048326725140214,0.9999994039535522,0.0
0.1006062757905362,0.0143621585550566,0.3533333333333333,-0.027504991739988327,0.9996217489242554,0.0
0.1774585473059703,0.01484823954883366,0.1866666666666667,0.011122852563858032,0.9999380707740784,0.0
0.2874967197587609,0.01191133433109486,0.6533333333333333,0.03898395225405693,0.9992398619651794,0.0
0.49625,0.0005699999999999995,0.3933333333333333,0.06784331798553467,0.9976959228515625,0.0
0.4576332355972396,0.003139757985685132,0.64,0.06334877014160156,0.9979915022850037,0.0
0.393607637313361,0.006911123952981212,0.3066666666666666,0.0544203482568264,0.9985181093215942,0.0
0.3961365079188383,0.006772869015964482,0.96,0.054723311215639114,0.9985015988349915,0.0
0.1665239276054157,0.01494736373041719,0.8,0.006823055446147919,0.9999767541885376,0.0
0.4372455990144962,0.004403459410272481,0.8533333333333334,0.06039571017026901,0.9981746077537537,0.0
0.4825,0.001505,0.9933333333333333,0.06784332543611526,0.997696042060852,0.0
0.2058276504757906,0.01439650239807098,0.6666666666666666,0.020316272974014282,0.9997935891151428,0.0
0.1479313813762675,0.01500382109377458,0.3666666666666666,-0.001048326725140214,0.9999994039535522,0.0
0.2058276504757906,0.01439650239807098,0.58,0.020316272974014282,0.9997935891151428,0.0
0.0617185378658318,0.01258900100914509,0.5733333333333334,-0.0661713108420372,0.9978082776069641,0.0
0.3649382746802854,0.008418505809678949,1.0,0.05064282938838005,0.9987167716026306,0.0
0.0009061735767950278,0.001064722955114475,0.84,-0.7298060655593872,0.683654248714447,0.0
0.1628424622588932,0.01497016268575078,0.48,0.005179512780159712,0.9999865293502808,0.0
0.4085926978885014,0.006079394701183551,0.94,0.05645450949668884,0.9984051585197449,0.0
0.1516871021837787,0.01500453082340004,0.06666666666666667,0.0006467890343628824,0.9999997019767761,0.0
0.4728670171738458,0.002155564503190588,0.08666666666666667,0.06563060730695724,0.9978440403938293,0.0
0.464227448928703,0.002717964733788145,0.05333333333333334,0.06431899219751358,0.9979294538497925,0.0
0.2528189871588276,0.01314966520956734,0.8133333333333334,0.03215561807155609,0.9994829297065735,0.0
0.4825,0.001505,0.98,0.06784331798553467,0.9976959228515625,0.0
0.4061263402616034,0.006218360226988577,0.72,0.05608908459544182,0.9984258413314819,0.0
0.2560510686365138,0.01304454551237501,0.72,0.0328499898314476,0.9994603395462036,0.0
0.06857132421282813,0.01301566794308583,0.64,-0.05790286883711815,0.9983223080635071,0.0
0.004385078198514083,0.003813174025494425,0.3866666666666667,-0.4987661838531494,0.8667365908622742,0.0
0.1288695685518348,0.014898217976933,0.2466666666666667,-0.010196616873145103,0.9999480247497559,0.0
0.1988415290377685,0.01453136786999635,0.3666666666666666,0.018261021003127098,0.9998332262039185,0.0
0.3781656586480459,0.007736763587887849,0.52,0.052383508533239365,0.9986270666122437,0.0
0.3859446232548404,0.007324840634543438,0.92,0.053398698568344116,0.998573362827301,0.0
0.393607637313361,0.006911123952981212,0.1466666666666667,0.0544203482568264,0.9985181093215942,0.0
0.3458548251449645,0.009360383705782415,0.2066666666666667,0.04800020903348923,0.9988473653793335,0.0
0.4664035944551562,0.002577354376010696,0.8333333333333334,0.06464041769504547,0.9979085922241211,0.0
0.3026386444691577,0.01130086179671116,0.76,0.041538305580616,0.9991369843482971,0.0
0.2023433351164043,0.01446555889217266,0.44,0.019302453845739365,0.9998137354850769,0.0
0.3833646045217907,0.00746236192449844,0.82,0.05305404216051102,0.9985916614532471,0.0
0.290555514259135,0.01179116712329794,0.9466666666666667,0.03952042758464813,0.9992187023162842,0.0
0.2263710066418964,0.01392033193839007,0.64,0.025911502540111542,0.9996642470359802,0.0
0.4278852686979399,0.004963582002725781,0.7,0.059097710996866226,0.9982522130012512,0.0
0.5,0.000315,0.22,0.06784332543611526,0.9976959228515625,0.0
0.249570671848713,0.01325302879716548,0.1066666666666667,0.031445231288671494,0.9995054602622986,0.0
0.3885117588202917,0.007187120149762041,0.1466666666666667,0.053741276264190674,0.9985548853874207,0.0
0.4207409575639589,0.005382789673387536,0.9,0.058080531656742096,0.9983119368553162,0.0
0.475,0.002015,0.2066666666666667,0.06680059432983398,0.9977663159370422,0.0
0.3986527506923795,0.006634456439423702,0.1666666666666667,0.055067554116249084,0.9984825849533081,0.0
0.4775,0.001845,0.2,0.06784331798553467,0.9976959228515625,0.0
0.3541153930195648,0.008958741381604492,0.5333333333333333,0.04909679666161537,0.9987940788269043,0.0
0.06857132421282813,0.01301566794308583,0.9666666666666667,-0.05748516321182251,0.9983463287353516,0.0
0.1738318846481075,0.01488617462614491,0.32,0.00977245531976223,0.9999521970748901,0.0
0.1403635420116693,0.01498269818436964,0.5933333333333334,-0.004754218738526106,0.9999887347221375,0.0
0.4875,0.001164999999999999,0.006666666666666667,0.06784331798553467,0.9976959228515625,0.0
0.290555514259135,0.01179116712329794,0.9733333333333334,0.03952042758464813,0.9992187023162842,0.0
0.3781656586480459,0.007736763587887849,0.3133333333333334,0.05235851928591728,0.9986283779144287,0.0
0.3318085145224015,0.01002152667429443,0.9533333333333334,0.046012699604034424,0.9989408850669861,0.0
0.49625,0.0005699999999999995,0.9333333333333333,0.06784332543611526,0.997696042060852,0.0
0.3430736199044813,0.00949350339184359,0.8333333333333334,0.04761529713869095,0.9988657832145691,0.0
0.06857132421282813,0.01301566794308583,0.1466666666666667,-0.05790286883711815,0.9983223080635071,0.0
0.0650922047897898,0.01280657478668069,0.2333333333333333,-0.06261147558689117,0.9980380535125732,0.0
0.48375,0.001419999999999999,0.9466666666666667,0.06784331798553467,0.9976959228515625,0.0
0.03561951842704848,0.01029066800911788,0.05333333333333334,-0.1131366565823555,0.9935793876647949,0.0
0.4825,0.001505,0.0,0.06784332543611526,0.9976959228515625,0.0
0.3026386444691577,0.01130086179671116,0.14,0.041538305580616,0.9991369843482971,0.0
0.001938592788506745,0.002066640433036111,0.2733333333333333,-0.6598626375198364,0.751386284828186,0.0
0.07215908143162554,0.01321622861434639,0.3333333333333333,-0.05422979220747948,0.9985284209251404,0.0
0.2161765053725568,0.01417100420273847,0.12,0.02314995601773262,0.9997320771217346,0.0
0.0617185378658318,0.01258900100914509,0.88,-0.06630081683397293,0.9977996349334717,0.0
0.430242956841666,0.004823668001613905,0.2266666666666667,0.05940484255552292,0.9982340931892395,0.0
0.2935990270690971,0.01166998401393008,0.5866666666666667,0.04004364088177681,0.9991979598999023,0.0
0.1953221463020813,0.01459378509486959,0.12,0.017182650044560432,0.9998523592948914,0.0
0.464227448928703,0.002717964733788145,0.6066666666666667,0.06431899219751358,0.9979294538497925,0.0
0.495,0.0006549999999999995,0.6266666666666667,0.06784331798553467,0.9976959228515625,0.0
0.03314461873146796,0.01000061829142671,0.2066666666666667,-0.12027018517255783,0.9927412271499634,0.0
0.04632693315468878,0.01138195469381721,0.1066666666666667,-0.09088332206010818,0.9958615303039551,0.0
0.0009061735767950278,0.001064722955114475,0.52,-0.7405754327774048,0.6719731688499451,0.0
0.001938592788506745,0.002066640433036111,0.7466666666666667,-0.6598626375198364,0.7513863444328308,0.0
0.2719707984721324,0.01249498733243815,0.2733333333333333,0.03609631955623627,0.9993483424186707,0.0
0.2560510686365138,0.01304454551237501,0.9733333333333334,0.0328499898314476,0.9994603395462036,0.0
0.2397275040769667,0.01355179038350446,0.6266666666666667,0.02919897250831127,0.9995736479759216,0.0
0.02842275586216318,0.00938881596464451,0.8933333333333333,-0.13790598511695862,0.9904451966285706,0.0
0.1738318846481075,0.01488617462614491,0.3866666666666667,0.009909859858453274,0.9999508857727051,0.0
0.4464203052631362,0.003842271332221238,0.4666666666666667,0.06168957054615021,0.9980953931808472,0.0
0.464227448928703,0.002717964733788145,0.8333333333333334,0.06431899219751358,0.9979294538497925,0.0
0.4509391983323778,0.00356137259084234,0.1666666666666667,0.062369730323553085,0.9980531930923462,0.0
0.06857132421282813,0.01301566794308583,0.9333333333333333,-0.05748516321182251,0.9983463287353516,0.0
0.49375,0.0007399999999999996,0.8866666666666667,0.06784331798553467,0.9976959228515625,0.0
0.1051913447262294,0.0144830738662247,0.2933333333333333,-0.024975668638944626,0.9996879696846008,0.0
0.125,0.014855,0.2666666666666667,-0.013405709527432919,0.9999101758003235,0.0
0.49375,0.0007399999999999996,0.56,0.06784332543611526,0.997696042060852,0.0
0.2092945605397177,0.01432431545006683,0.3266666666666667,0.021306326612830162,0.9997729659080505,0.0
0.1917851001471857,0.01465262423751573,0.6266666666666667,0.016060885041952133,0.9998709559440613,0.0
0.393607637313361,0.006911123952981212,0.2666666666666667,0.0544203482568264,0.9985181093215942,0.0
0.3174061437764167,0.01066954239408562,0.3866666666666667,0.04386204481124878,0.9990376234054565,0.0
0.02188308974271713,0.008373593985938307,0.5533333333333333,-0.16891424357891083,0.9856307506561279,0.0
0.05527529103542889,0.01212911808055398,0.48,-0.07548648118972778,0.9971468448638916,0.0
0.49375,0.0007399999999999996,0.2733333333333333,0.06784332543611526,0.997696042060852,0.0
0.1988415290377685,0.01453136786999635,0.7266666666666667,0.018261021003127098,0.9998332262039185,0.0
0.4509391983323778,0.00356137259084234,0.9733333333333334,0.062369730323553085,0.9980531930923462,0.0
0.4207409575639589,0.005382789673387536,0.08,0.058080531656742096,0.9983119368553162,0.0
0.2430250126818152,0.01345417863684153,0.86,0.029968101531267166,0.9995509386062622,0.0
0.01786294692090894,0.007639389485525302,0.3266666666666667,-0.18923711776733398,0.9819313883781433,0.0
0.49625,0.0005699999999999995,0.64,0.06784332543611526,0.997696042060852,0.0
0.2624668544916574,0.01282931451323828,0.9066666666666666,0.03419305756688118,0.9994152784347534,0.0
0.3807716379709171,0.007599673228266771,0.46,0.052707329392433167,0.9986100792884827,0.0
0.3289568122061492,0.01015228887615362,0.9333333333333333,0.0455959253013134,0.9989599585533142,0.0
0.2297352672259797,0.01383167315155853,0.2933333333333333,0.026765568181872368,0.9996417164802551,0.0
0.49875,0.0003999999999999999,0.24,0.06784332543611526,0.997696042060852,0.0
0.4598423244149021,0.002999172278504974,0.4,0.06369628757238388,0.9979693293571472,0.0
0.3289568122061492,0.01015228887615362,0.88,0.0455959253013134,0.9989599585533142,0.0
0.2751071703338985,0.01238073945986909,0.6466666666666666,0.03670180216431618,0.9993263483047485,0.0
0.401156428675446,0.00649589613923182,0.6733333333333333,0.055424369871616364,0.9984628558158875,0.0
0.04921792768622848,0.01163820281918356,0.08666666666666667,-0.08577948063611984,0.9963141679763794,0.0
0.49,0.0009949999999999994,0.04,0.06784331798553467,0.9976959228515625,0.0
0.2092945605397177,0.01432431545006683,0.8733333333333333,0.021306326612830162,0.9997729659080505,0.0
0.1665239276054157,0.01494736373041719,0.3266666666666667,0.006928100250661373,0.9999759793281555,0.0
0.4620403771815685,0.002858572603366629,0.28,0.06399654597043991,0.9979500770568848,0.0
0.49625,0.0005699999999999995,0.24,0.06784331798553467,0.9976959228515625,0.0
0.02842275586216318,0.00938881596464451,0.32,-0.13790598511695862,0.9904451966285706,0.0
0.3622528366719601,0.008554030827018985,0.3,0.050221141427755356,0.998738169670105,0.0
0.2624668544916574,0.01282931451323828,0.8266666666666667,0.03419305756688118,0.9994152784347534,0.0
0.2023433351164043,0.01446555889217266,0.7333333333333333,0.019302453845739365,0.9998137354850769,0.0
0.2560510686365138,0.01304454551237501,0.5866666666666667,0.0328499898314476,0.9994603395462036,0.0
0.4509391983323778,0.00356137259084234,0.1,0.062369730323553085,0.9980531930923462,0.0
0.356841463571133,0.008824161069847073,0.9866666666666667,0.04949137568473816,0.9987746477127075,0.0
0.04080699868922523,0.01084902757241398,0.14,-0.10152614861726761,0.9948327541351318,0.0
0.07215908143162554,0.01321622861434639,0.76,-0.05317340046167374,0.9985852837562561,0.0
0.3729144003044829,0.008010236798966815,0.8666666666666667,0.051654599606990814,0.9986650347709656,0.0
0.3144821482565962,0.01079726282331179,0.7133333333333334,0.043411463499069214,0.9990572929382324,0.0
0.3289568122061492,0.01015228887615362,0.38,0.0455959253013134,0.9989599585533142,0.0
0.3541153930195648,0.008958741381604492,0.4266666666666667,0.04912317544221878,0.9987927675247192,0.0
0.4925,0.0008249999999999993,0.04666666666666667,0.06784331798553467,0.9976959228515625,0.0
0.08360763609512023,0.01376639299927757,0.7066666666666667,-0.04245787858963013,0.9990981817245483,0.0
0.2330827145954583,0.01374063194468844,0.9866666666666667,0.027515815570950508,0.9996213912963867,0.0
0.2263710066418964,0.01392033193839007,0.72,0.025911502540111542,0.9996642470359802,0.0
0.4372455990144962,0.004403459410272481,0.4133333333333333,0.060372136533260345,0.9981759190559387,0.0
0.007293991338472317,0.005141105643720313,0.14,-0.3403799831867218,0.9402880072593689,0.0
0.49625,0.0005699999999999995,0.03333333333333333,0.06784332543611526,0.997696042060852,0.0
0.06857132421282813,0.01301566794308583,0.42,-0.05859901383519173,0.9982816576957703,0.0
0.3986527506923795,0.006634456439423702,0.5333333333333333,0.05505802109837532,0.9984831809997559,0.0
0.2330827145954583,0.01374063194468844,0.09333333333333334,0.027597982436418533,0.9996191263198853,0.0
0.2161765053725568,0.01417100420273847,0.2266666666666667,0.02330973744392395,0.999728262424469,0.0
0.2528189871588276,0.01314966520956734,0.3066666666666666,0.03215561807155609,0.9994829297065735,0.0
0.3781656586480459,0.007736763587887849,0.38,0.05235851928591728,0.9986283779144287,0.0
0.3056217972921486,0.01117611773519134,0.78,0.04201739653944969,0.9991169571876526,0.0
0.07585876163308795,0.01340832592623976,0.2,-0.05022834986448288,0.9987377524375916,0.0
0.4925,0.0008249999999999993,0.36,0.06784332543611526,0.997696042060852,0.0
0.3085900491609768,0.01105058180303105,0.6266666666666667,0.042489226907491684,0.9990969896316528,0.0
0.48375,0.001419999999999999,0.4733333333333333,0.06784331798553467,0.9976959228515625,0.0
0.07215908143162554,0.01321622861434639,0.14,-0.05355069041252136,0.998565137386322,0.0
0.49125,0.0009099999999999994,0.05333333333333334,0.06784331798553467,0.9976959228515625,0.0
0.4372455990144962,0.004403459410272481,0.02,0.060395702719688416,0.9981745481491089,0.0
0.0617185378658318,0.01258900100914509,0.8066666666666666,-0.06662458181381226,0.997778058052063,0.0
0.03314461873146796,0.01000061829142671,0.3333333333333333,-0.12082293629646301,0.9926740527153015,0.0
0.2092945605397177,0.01432431545006683,0.3,0.021306326612830162,0.9997729659080505,0.0
0.3430736199044813,0.00949350339184359,0.9466666666666667,0.04761529713869095,0.9988657832145691,0.0
0.2560510686365138,0.01304454551237501,0.5933333333333334,0.0328499935567379,0.9994603395462036,0.0
0.1365512600842511,0.01496181836188254,0.2133333333333333,-0.006402658298611641,0.9999794960021973,0.0
0.1591425590720778,0.01498745206342479,0.1933333333333333,0.0037758187390863895,0.9999929070472717,0.0
0.441855924209509,0.004122979505823145,0.4666666666666667,0.061000071465969086,0.9981377124786377,0.0
0.1701870399669289,0.0149192909621303,0.1,0.00837442185729742,0.9999648332595825,0.0
0.2656507202558925,0.01271933779290769,0.22,0.03484213352203369,0.9993929266929626,0.0
0.03561951842704848,0.01029066800911788,0.02,-0.1131366714835167,0.9935794472694397,0.0
0.475,0.002015,0.48,0.06680060178041458,0.997766375541687,0.0
0.04080699868922523,0.01084902757241398,0.4266666666666667,-0.10152614861726761,0.9948327541351318,0.0
0.05527529103542889,0.01212911808055398,0.66,-0.07548648118972778,0.9971468448638916,0.0
0.1665239276054157,0.01494736373041719,0.9266666666666666,0.006928100250661373,0.9999759793281555,0.0
0.181067113868047,0.0148057052375217,0.3866666666666667,0.012426257133483887,0.9999228119850159,0.0
0.1988415290377685,0.01453136786999635,0.38,0.018261021003127098,0.9998332262039185,0.0
0.2263710066418964,0.01392033193839007,0.4266666666666667,0.025911502540111542,0.9996642470359802,0.0
0.2688186749577082,0.0126078741859646,0.02,0.03547649085521698,0.9993705153465271,0.0
0.249570671848713,0.01325302879716548,0.98,0.031445231288671494,0.9995054602622986,0.0
0.2297352672259797,0.01383167315155853,0.7066666666666667,0.026765568181872368,0.9996417164802551,0.0
0.3885117588202917,0.007187120149762041,0.09333333333333334,0.053741276264190674,0.9985548853874207,0.0
0.4159181158837894,0.005661767401785669,0.9333333333333333,0.057450439780950546,0.9983483552932739,0.0
0.2592669974514128,0.01293773926827053,0.8,0.03352908045053482,0.9994377493858337,0.0
0.3056217972921486,0.01117611773519134,0.3533333333333333,0.04201739653944969,0.9991169571876526,0.0
0.3174061437764167,0.01066954239408562,0.3133333333333334,0.04386204481124878,0.9990376234054565,0.0
0.4395565333129295,0.004263250360661108,0.9,0.060701921582221985,0.998155951499939,0.0
0.3885117588202917,0.007187120149762041,0.5,0.0537656806409359,0.9985535740852356,0.0
0.4207409575639589,0.005382789673387536,0.86,0.058080531656742096,0.9983119368553162,0.0
0.1701870399669289,0.0149192909621303,0.76,0.00837442185729742,0.9999648332595825,0.0
0.2688186749577082,0.0126078741859646,0.06,0.03547649085521698,0.9993705153465271,0.0
0.4159181158837894,0.005661767401785669,0.1666666666666667,0.05739356204867363,0.9983516335487366,0.0
0.2330827145954583,0.01374063194468844,0.8333333333333334,0.027656670659780502,0.9996174573898315,0.0
0.01056182494919397,0.006093054031238253,0.06666666666666667,-0.2388894408941269,0.9710468053817749,0.0
0.003099394067815285,0.002987927427671873,0.3933333333333333,-0.5897781252861023,0.8075652122497559,0.0
0.3755466012917554,0.007873621876772315,0.1133333333333333,0.052007611840963364,0.9986466765403748,0.0
0.4464203052631362,0.003842271332221238,0.1666666666666667,0.06171305105090141,0.9980939626693726,0.0
0.1327199622262978,0.01493374030552165,0.8533333333333334,-0.008412315510213375,0.9999645352363586,0.0
0.3260907963564813,0.01028249977567646,0.16,0.045172568410634995,0.9989792704582214,0.0
0.3203155348544872,0.01054115535650971,0.5133333333333333,0.044305697083473206,0.9990180730819702,0.0
0.119818594001778,0.01477780150039562,0.3266666666666667,-0.016307884827256203,0.9998670220375061,0.0
0.3755466012917554,0.007873621876772315,0.6,0.052007611840963364,0.9986466765403748,0.0
0.2092945605397177,0.01432431545006683,0.1133333333333333,0.021306326612830162,0.9997729659080505,0.0
0.48,0.001675,0.56,0.06784332543611526,0.9976959824562073,0.0
0.3807716379709171,0.007599673228266771,0.62,0.052707329392433167,0.9986100792884827,0.0
0.08766401182060075,0.01393122375603627,0.76,-0.03840173780918121,0.9992623329162598,0.0
0.4509391983323778,0.00356137259084234,0.3733333333333334,0.062346313148736954,0.998054563999176,0.0
0.188230303793172,0.01470769093303349,0.2866666666666667,0.014894642867147923,0.9998890161514282,0.0
0.485,0.001334999999999999,0.08,0.06784332543611526,0.997696042060852,0.0
0.07215908143162554,0.01321622861434639,0.64,-0.05355069041252136,0.998565137386322,0.0
0.0009061735767950278,0.001064722955114475,0.9933333333333333,-0.7298060655593872,0.683654248714447,0.0
0.2195917099925405,0.01409010071620109,0.8466666666666667,0.02413727156817913,0.9997087121009827,0.0
